mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
1000::CHR1:32894741-32901352(MSTRG.1163.4)	6611	414	0.6268	-0.0348413797369	0.16659369405653
1000::CHR1:33331364-33349356(MSTRG.1179.11)	17992	471	0.5227	0.0548223562513	0.19607026769997
1000::CHR1:32621311-32650525(MSTRG.1187.3)	29214	369	0.4285	-0.22713095819	0.00546883175141417
1000::CHR1:32621841-32650535(MSTRG.1187.11)	28694	369	0.4285	-0.22713095819	0.0056261148491384
1000::CHR1:32621841-32650525(MSTRG.1187.12)	28684	369	0.4285	-0.22713095819	0.00562918319563343
1000::CHR1:32621841-32650525(MSTRG.1187.13)	28684	369	0.4285	-0.22713095819	0.00562918319563343
1000::CHR1:32621841-32650525(MSTRG.1187.14)	28684	369	0.4285	-0.22713095819	0.00562918319563343
1000::CHR1:32651142-32686200(MSTRG.1189.1)	35058	498	0.4001	-0.234538779886	0.014439193568773
1000::CHR1:32651208-32732306(MSTRG.1189.4)	81098	654	0.5318	0.0342537131876	0.0513050494990174
1000::CHR1:32651210-32774970(MSTRG.1189.6)	123760	2496	0.8704	0.258823232809	0.999999982852395
1000::CHR1:32651218-32686200(MSTRG.1189.11)	34982	498	0.4001	-0.234538779886	0.0144986155793519
1000::CHR1:32651226-32778032(MSTRG.1189.13)	126806	2496	0.8704	0.258823232809	0.999999979735419
1000::CHR1:32651234-32686200(MSTRG.1189.15)	34966	498	0.4001	-0.234538779886	0.0145111561446766
1000::CHR1:32651234-32686200(MSTRG.1189.16)	34966	498	0.4001	-0.234538779886	0.0145111561446766
1000::CHR1:32651234-32686200(MSTRG.1189.17)	34966	498	0.4001	-0.234538779886	0.0145111561446766
1000::CHR1:32817656-32826538(MSTRG.1193.9)	8882	438	1.1084	0.182587270696	0.819593557591277
1000::CHR1:32821657-32858840(MSTRG.1193.13)	37183	855	1.0818	0.0956596725038	0.98215349482625
1000::CHR1:35079391-35114636(MSTRG.1194.7)	35245	1686	0.6798	-0.107295418323	0.99997947667246
1000::CHR1:35079391-35114636(MSTRG.1194.8)	35245	1686	0.6798	-0.107295418323	0.99997947667246
1000::CHR1:35079391-35114636(MSTRG.1194.9)	35245	1686	0.6798	-0.107295418323	0.99997947667246
1000::CHR1:35095502-35184572(MSTRG.1196.1)	89070	2310	0.6468	-0.110851227411	0.9999995822979
1000::CHR1:35169485-35184576(MSTRG.1196.2)	15091	282	0.628	-0.216015166216	0.00949922718152007
1000::CHR1:35117172-35118015(MSTRG.1197.1)	843	126	0.7686	-0.391861945337	0.00203854549554712
1000::CHR1:35157727-35193145(MSTRG.1200.1)	35418	378	1.1506	0.308382316452	0.573502092837207
1000::CHR1:35176378-35193145(MSTRG.1200.2)	16767	378	1.1506	0.308382316452	0.788984034621841
1000::CHR1:35176378-35193145(MSTRG.1200.3)	16767	378	1.1506	0.308382316452	0.788984034621841
1000::CHR1:35176380-35193446(MSTRG.1200.8)	17066	456	1.145	0.25057117007	0.858750330963971
1000::CHR1:35176380-35193145(MSTRG.1200.9)	16765	378	1.1506	0.308382316452	0.789002291567807
1000::CHR1:35176392-35193145(MSTRG.1200.14)	16753	378	1.1506	0.308382316452	0.789111808942658
1000::CHR1:32108056-32237113(MSTRG.1201.1)	129057	798	0.4298	0.158549492824	0.0283806600796692
1000::CHR1:32108056-32176555(MSTRG.1201.2)	68499	540	0.624	-0.232336021385	0.00814800451190214
1000::CHR1:32179675-32231230(MSTRG.1202.1)	51555	798	0.4298	0.158549492824	0.671786777014855
1000::CHR1:32179675-32198280(MSTRG.1202.2)	18605	798	0.4298	0.158549492824	0.925736367703354
1000::CHR1:32197047-32197393(MSTRG.1203.1)	346	48	1.2604	0.483759009813	0.492488316277509
1000::CHR1:32230662-32308146(MSTRG.1209.1)	77484	567	0.4642	-0.14016021574	0.00680075042069615
1000::CHR1:35679632-35769978(MSTRG.1218.1)	90346	567	0.4546	-0.0834637743653	0.00459499782226913
1000::CHR1:35718957-35769928(MSTRG.1218.2)	50971	522	0.5769	0.100639721966	0.101208177399471
1000::CHR1:35719792-35728101(MSTRG.1218.3)	8309	495	0.4911	-0.154126981733	0.120416416059419
1000::CHR1:36224443-36304148(MSTRG.1228.3)	79705	639	0.965	0.00645380547938	0.156550809879362
1000::CHR1:36224443-36305350(MSTRG.1228.4)	80907	639	0.965	0.00645380547938	0.148043888661602
1000::CHR1:36224443-36304148(MSTRG.1228.5)	79705	639	0.965	0.00645380547938	0.156550809879362
1000::CHR1:36103191-36180832(MSTRG.1233.1)	77641	870	0.7873	0.22939734967	0.852426292751513
1000::CHR1:36156175-36180315(MSTRG.1233.5)	24140	870	0.7873	0.22939734967	0.99087243803703
1000::CHR1:36339624-36385884(MSTRG.1236.1)	46260	504	1.0923	0.0626048958638	0.358684805017683
1000::CHR1:37474580-37484370(MSTRG.1243.1)	9790	1218	0.5645	0.210868930307	0.999793913989272
1000::CHR1:37474580-37484360(MSTRG.1243.2)	9780	1218	0.5645	0.210868930307	0.999794026934622
1000::CHR1:37474580-37484360(MSTRG.1243.3)	9780	1218	0.5645	0.210868930307	0.999794026934622
1000::CHR1:37474580-37482602(MSTRG.1243.4)	8022	447	1.173	0.53383951865	0.982287687171378
1000::CHR1:37474580-37484358(MSTRG.1243.5)	9778	1218	0.5645	0.210868930307	0.999794049516265
1000::CHR1:37575595-37595935(MSTRG.1247.5)	20340	324	0.729	-0.195835546088	0.0180871342565557
1000::CHR1:37794483-37801133(MSTRG.1248.3)	6650	597	1.2139	0.466775308633	0.995942207466131
1000::CHR1:37681657-37690520(MSTRG.1250.5)	8863	333	1.1015	-0.103552808297	0.194623176868731
1000::CHR1:37682736-37690482(MSTRG.1250.6)	7746	333	1.1015	-0.103552808297	0.204403125195377
1000::CHR1:35269033-35422772(MSTRG.1256.2)	153739	621	1.0611	0.203384019198	0.011907843402335
1000::CHR1:35269033-35359229(MSTRG.1256.3)	90196	621	1.0611	0.203384019198	0.28202585935269
1000::CHR1:35272923-35359229(MSTRG.1256.5)	86306	621	1.0611	0.203384019198	0.327141751132323
1000::CHR1:35541350-35641526(MSTRG.1264.1)	100176	708	1.2246	0.53727218734	0.88908480819427
1000::CHR1:35557799-35567195(MSTRG.1265.3)	9396	708	1.2246	0.53727218734	0.99914110976181
1000::CHR1:39026318-39043027(MSTRG.1275.1)	16709	372	0.7063	-0.165128258874	0.0410871548985531
1000::CHR1:39026350-39042783(MSTRG.1275.3)	16433	372	0.7063	-0.165128258874	0.0416875553005993
1000::CHR1:39026350-39041151(MSTRG.1275.4)	14801	372	0.7063	-0.165128258874	0.0454127315209142
1000::CHR1:38861406-38861671(MSTRG.1278.1)	265	114	0.7577	-0.0820584587749	0.011502286276935
1000::CHR1:38954101-39006059(MSTRG.1282.1)	51958	381	0.8231	0.268845825181	0.124983814986197
1000::CHR1:39738886-39753716(MSTRG.1286.6)	14830	435	0.5671	-0.295366030024	0.0262776088233065
1000::CHR1:39838353-39883507(MSTRG.1295.3)	45154	372	0.8438	0.110894003713	0.0717032564699857
1000::CHR1:41433180-41464875(MSTRG.1315.1)	31695	531	0.5148	-0.085982260712	0.0852707409697076
1000::CHR1:41027205-41242154(MSTRG.1326.8)	214949	1569	0.8064	0.0109387501176	0.686851959046912
1000::CHR1:39158878-39486217(MSTRG.1332.14)	327339	5418	1.0462	0.0837390975084	1
1000::CHR1:39204891-39486969(MSTRG.1332.18)	282078	5418	1.0462	0.0837390975084	1
1000::CHR1:39409503-39486987(MSTRG.1332.41)	77484	4284	1.1269	0.197911319729	1
1000::CHR1:39409503-39486217(MSTRG.1332.42)	76714	4284	1.1269	0.197911319729	1
1000::CHR1:39409503-39486987(MSTRG.1332.43)	77484	4284	1.1269	0.197911319729	1
1000::CHR1:39434485-39508026(MSTRG.1332.46)	73541	492	1.0535	0.388875247125	0.409741385665075
1000::CHR1:43354684-43368011(MSTRG.1364.1)	13327	471	0.6799	-0.0713758774972	0.201143700165477
1000::CHR1:43443618-43450727(MSTRG.1376.17)	7109	525	1.1346	0.264562619065	0.959763675805143
1000::CHR1:43970029-43973340(MSTRG.1382.11)	3311	795	0.9821	0.162688817751	0.994816019239788
1000::CHR1:43970029-43973340(MSTRG.1382.12)	3311	795	0.9821	0.162688817751	0.994816019239788
1000::CHR1:44221070-44355336(MSTRG.1385.1)	134266	603	0.8088	0.0588929793772	0.00497292247929699
1000::CHR1:44221070-44355336(MSTRG.1385.2)	134266	603	0.8088	0.0588929793772	0.00497292247929699
1000::CHR1:44221070-44355336(MSTRG.1385.3)	134266	603	0.8088	0.0588929793772	0.00497292247929699
1000::CHR1:44221070-44355347(MSTRG.1385.4)	134277	603	0.8088	0.0588929793772	0.00496993889729242
1000::CHR1:44221070-44355347(MSTRG.1385.5)	134277	603	0.8088	0.0588929793772	0.00496993889729242
1000::CHR1:44221084-44355238(MSTRG.1385.9)	134154	603	0.8088	0.0588929793772	0.0050034024033992
1000::CHR1:44221092-44355260(MSTRG.1385.10)	134168	603	0.8088	0.0588929793772	0.00499958227096197
1000::CHR1:44221093-44355347(MSTRG.1385.11)	134254	603	0.8088	0.0588929793772	0.0049761793286163
1000::CHR1:44221504-44355347(MSTRG.1385.14)	133843	603	0.8088	0.0588929793772	0.00508901675777323
1000::CHR1:43978943-43991168(MSTRG.1387.1)	12225	573	0.7469	0.153945898785	0.805447317561753
1000::CHR1:43979417-43991168(MSTRG.1387.6)	11751	573	0.7469	0.153945898785	0.80948770254831
1000::CHR1:43979936-43991168(MSTRG.1387.10)	11232	573	0.7469	0.153945898785	0.813837727616836
1000::CHR1:43979936-43991168(MSTRG.1387.11)	11232	573	0.7469	0.153945898785	0.813837727616836
1000::CHR1:44631732-44651723(MSTRG.1393.7)	19991	486	0.5573	-0.0750199062973	0.11696646936531
1000::CHR1:44631732-44651721(MSTRG.1393.8)	19989	486	0.5573	-0.0750199062973	0.116977796372636
1000::CHR1:44631975-44651723(MSTRG.1393.12)	19748	486	0.5573	-0.0750199062973	0.118349681763989
1000::CHR1:44632094-44651719(MSTRG.1393.15)	19625	486	0.5573	-0.0750199062973	0.119055210297559
1000::CHR1:44632097-44651723(MSTRG.1393.16)	19626	486	0.5573	-0.0750199062973	0.119049459654738
1000::CHR1:44632106-44651719(MSTRG.1393.17)	19613	486	0.5573	-0.0750199062973	0.119124236751996
1000::CHR1:44739818-44767767(MSTRG.1396.1)	27949	456	0.5107	-0.20978062099	0.0224916887985094
1000::CHR1:43650482-43667062(MSTRG.1400.3)	16580	270	0.9949	-0.0290451706342	0.0784536028258445
1000::CHR1:44801634-44805950(MSTRG.1406.3)	4316	264	0.8683	-0.151231623064	0.0458216202613614
1000::CHR1:44816826-44819552(MSTRG.1410.1)	2726	177	0.704	-0.207122785634	0.00794066604847602
1000::CHR1:44831763-44986595(MSTRG.1411.5)	154832	606	0.7236	-0.0747827871949	0.000554029103423542
1000::CHR1:45627957-45687133(MSTRG.1425.4)	59176	543	0.4996	-0.188956832549	0.011860194448892
1000::CHR1:45688196-45693845(MSTRG.1428.2)	5649	579	0.8272	-0.159482129151	0.555577430627971
1000::CHR1:45913588-46036122(MSTRG.1430.3)	122534	789	0.6487	-0.119677623728	0.01462837699327
1000::CHR1:45550826-45618244(MSTRG.1432.4)	67418	1134	1.1646	0.291204104331	0.99903610123701
1000::CHR1:45550854-45570045(MSTRG.1432.7)	19191	450	0.6433	0.0132396451314	0.175327265650636
1000::CHR1:45565119-45618893(MSTRG.1432.11)	53774	1134	1.1646	0.291204104331	0.999543597008565
1000::CHR1:45607328-45607883(MSTRG.1438.1)	555	522	1.1499	0.36211419591	0.984364145259094
1000::CHR1:46340807-46366392(MSTRG.1439.3)	25585	1974	1.0257	-0.0270998632743	0.999999910113102
1000::CHR1:46260848-46278439(MSTRG.1440.16)	17591	444	0.5772	0.0667142438114	0.192929149110969
1000::CHR1:46303266-46316776(MSTRG.1442.1)	13510	333	0.8228	-0.154401261677	0.0500049601549245
1000::CHR1:52754472-52827302(MSTRG.1483.3)	72830	723	0.9531	0.164736281726	0.634623344300377
1000::CHR1:51729904-51788469(MSTRG.1494.18)	58565	375	0.7022	-0.170473723565	0.00424343251276214
1000::CHR1:51840068-51840508(MSTRG.1500.1)	440	294	1.2267	-0.324455149335	0.0908222199503977
1000::CHR1:52352538-52366156(MSTRG.1510.5)	13618	672	0.4853	-0.00411235248621	0.643591789696696
1000::CHR1:52365389-52417022(MSTRG.1512.1)	51633	591	0.7409	-0.0532977203988	0.139793036911736
1000::CHR1:52403263-52428397(MSTRG.1512.3)	25134	297	0.817	0.185897842917	0.125711654425708
1000::CHR1:52404628-52420790(MSTRG.1512.6)	16162	276	0.4902	0.174453777619	0.0532318131909695
1000::CHR1:52404628-52420818(MSTRG.1512.7)	16190	276	0.4902	0.174453777619	0.0531544911260259
1000::CHR1:52423763-52553082(MSTRG.1515.8)	129319	525	0.4292	-0.2994332155	8.41244384769712e-05
1000::CHR1:52431126-52525930(MSTRG.1515.9)	94804	525	0.4292	-0.2994332155	0.000557980860031159
1000::CHR1:52896239-52921785(MSTRG.1522.10)	25546	465	0.6382	-0.0738355708074	0.0932193851001427
1000::CHR1:52918414-52920778(MSTRG.1523.1)	2364	258	0.8104	-0.0979702331442	0.0535259412778006
1000::CHR1:52927286-53050970(MSTRG.1526.3)	123684	975	0.9854	0.0451930546587	0.49224184171836
1000::CHR1:53765478-53838463(MSTRG.1532.1)	72985	507	0.6654	-0.175154066038	0.00719417690172295
1000::CHR1:53851733-53889780(MSTRG.1534.2)	38047	312	0.9089	-0.00410521105868	0.0350319481700206
1000::CHR1:53921562-53946320(MSTRG.1535.3)	24758	336	0.7542	-0.178699136671	0.0196191426794056
1000::CHR1:54032019-54053405(MSTRG.1537.5)	21386	327	0.9406	0.0228118333004	0.12326610301429
1000::CHR1:53242385-53328096(MSTRG.1557.2)	85711	771	0.8946	0.0950969023983	0.439937914730344
1000::CHR1:53250765-53327883(MSTRG.1557.28)	77118	771	0.8946	0.0950969023983	0.557186454521098
1000::CHR1:54715865-54742307(MSTRG.1562.19)	26442	429	0.9725	-0.10459417601	0.146652883401402
1000::CHR1:54715865-54742307(MSTRG.1562.20)	26442	429	0.9725	-0.10459417601	0.146652883401402
1000::CHR1:55066360-55215129(MSTRG.1565.2)	148769	495	0.746	-0.00357269998041	0.000371419999389822
1000::CHR1:55066385-55214658(MSTRG.1565.3)	148273	495	0.746	-0.00357269998041	0.000381655958326424
1000::CHR1:56645329-56715335(MSTRG.1573.2)	70006	636	0.954	0.0555269383631	0.283736225011016
1000::CHR1:58782631-58784269(MSTRG.1574.3)	1638	345	1.2112	0.17150497411	0.760868289833266
1000::CHR1:58654739-58690394(MSTRG.1580.2)	35655	267	0.9304	-0.278726867375	0.00506413134448318
1000::CHR1:58480878-58546726(MSTRG.1583.16)	65848	1476	0.7828	-0.0144483980257	0.99954052426199
1000::CHR1:61681048-61725144(MSTRG.1595.2)	44096	375	0.4085	-0.500103432032	0.000462919533537175
1000::CHR1:61683272-61725144(MSTRG.1595.6)	41872	375	0.4085	-0.500103432032	0.000522924959207174
1000::CHR1:61082129-61469320(MSTRG.1597.10)	387191	582	0.8117	0.0908486028822	4.59638820560504e-09
1000::CHR1:63778138-64181498(MSTRG.1612.4)	403360	1389	0.6774	0.113596774974	1.14111568677182e-05
1000::CHR1:62437049-62451802(MSTRG.1631.4)	14753	750	0.943	-0.0385389874209	0.941047590721667
1000::CHR1:62454898-62552899(MSTRG.1632.5)	98001	492	0.9984	0.0204462694256	0.0157991263566525
1000::CHR1:65147575-65232110(MSTRG.1638.3)	84535	501	0.6667	-0.17339567878	0.00363849644048862
1000::CHR1:65643599-65645338(MSTRG.1644.1)	1739	219	0.8528	-0.168997200187	0.0276663094954305
1000::CHR1:67685357-67687986(MSTRG.1656.6)	2629	507	1.1682	0.373210929769	0.981859713139593
1000::CHR1:68389022-68389606(MSTRG.1657.1)	584	87	1.2209	-0.147591840696	0.0272745350954881
1000::CHR1:64833262-64900900(MSTRG.1659.22)	67638	549	1.3146	-0.125298940736	0.164687669351634
1000::CHR1:64844096-64901126(MSTRG.1659.27)	57030	549	1.3146	-0.125298940736	0.260744086984253
1000::CHR1:67342210-67430372(MSTRG.1669.1)	88162	363	0.9068	0.184248134569	0.0126497868999864
1000::CHR1:67402552-67430415(MSTRG.1669.2)	27863	285	0.8159	-0.15252798371	0.013643415221919
1000::CHR1:67407810-67430372(MSTRG.1669.3)	22562	249	0.5535	-0.23772617736	0.00297537577920796
1000::CHR1:67407810-67430372(MSTRG.1669.4)	22562	249	0.5535	-0.23772617736	0.00297537577920796
1000::CHR1:67701477-67792135(MSTRG.1675.2)	90658	603	0.7718	-0.113174200722	0.0166365567404109
1000::CHR1:70592133-70592362(MSTRG.1684.1)	229	57	0.982	-0.246526176652	0.00489707825000787
1000::CHR1:70205698-70251617(MSTRG.1699.2)	45919	540	0.4087	-0.355548579759	0.00634593924105561
1000::CHR1:70205724-70253052(MSTRG.1699.5)	47328	540	0.4087	-0.355548579759	0.00587690210074946
1000::CHR1:70221396-70250946(MSTRG.1699.9)	29550	384	1.1095	-0.0638562467441	0.152452472810351
1000::CHR1:70221396-70250946(MSTRG.1699.10)	29550	384	1.1095	-0.0638562467441	0.152452472810351
1000::CHR1:70250608-70250899(MSTRG.1701.1)	291	63	1.1149	-0.197475668597	0.0110446917525784
1000::CHR1:74733152-74766678(MSTRG.1703.1)	33526	741	0.6123	-0.0147992152943	0.655726145481824
1000::CHR1:71063297-71081011(MSTRG.1710.2)	17714	240	0.5032	-0.458605564051	0.000774109260759048
1000::CHR1:77562416-77683374(MSTRG.1728.1)	120958	438	0.4785	-0.258887858886	7.6202576968493e-05
1000::CHR1:77581018-77683403(MSTRG.1728.6)	102385	438	0.4785	-0.258887858886	0.000210954365678918
1000::CHR1:77696001-77759852(MSTRG.1731.5)	63851	447	0.7711	-0.0809495675209	0.0153423281841535
1000::CHR1:77711785-77759811(MSTRG.1731.10)	48026	447	0.7711	-0.0809495675209	0.0357785129476278
1000::CHR1:77944055-77983617(MSTRG.1738.1)	39562	378	0.5303	-0.204412798624	0.00559023396240389
1000::CHR1:77944055-77979491(MSTRG.1738.2)	35436	252	0.5917	-0.191385676125	0.00229700226537605
1000::CHR1:77944055-77979530(MSTRG.1738.3)	35475	252	0.5917	-0.191385676125	0.00229210680503092
1000::CHR1:77944062-77979536(MSTRG.1738.12)	35474	252	0.5917	-0.191385676125	0.00229223219952805
1000::CHR1:77944356-77979072(MSTRG.1738.13)	34716	252	0.5917	-0.191385676125	0.00238927730711251
1000::CHR1:77946482-77979536(MSTRG.1738.16)	33054	252	0.8646	0.0253193395496	0.0244234661031665
1000::CHR1:77979175-78013617(MSTRG.1739.1)	34442	432	0.9536	0.00794291592435	0.175313126163206
1000::CHR1:77979175-78013617(MSTRG.1739.2)	34442	432	0.9536	0.00794291592435	0.175313126163206
1000::CHR1:77981188-78017964(MSTRG.1739.8)	36776	447	0.9536	-0.0199195223638	0.157404771727496
1000::CHR1:75724780-75763483(MSTRG.1746.53)	38703	705	0.6435	-0.0561688422806	0.453681261812917
1000::CHR1:75749497-75792250(MSTRG.1746.60)	42753	747	0.8427	0.0609056157605	0.811399601088214
1000::CHR1:75786228-75792250(MSTRG.1746.65)	6022	258	0.6773	-0.111351717673	0.0262581255537046
1000::CHR1:75786699-75792250(MSTRG.1746.71)	5551	255	0.9548	-0.074607060033	0.0800739719650779
1000::CHR1:75786700-75794803(MSTRG.1746.73)	8103	270	0.7128	-0.128529598939	0.0272549604055523
1000::CHR1:75786703-75792250(MSTRG.1746.76)	5547	255	0.9548	-0.074607060033	0.0800901294082131
1000::CHR1:75742960-75743239(MSTRG.1747.1)	279	69	0.7873	-0.246789326135	0.00285604890507144
1000::CHR1:84174349-84238494(MSTRG.1753.16)	64145	762	0.4783	-0.0644517102894	0.17323739420679
1000::CHR1:84643707-84690461(MSTRG.1760.2)	46754	396	0.7897	-0.016523111243	0.0342330221513476
1000::CHR1:84644004-84690275(MSTRG.1760.4)	46271	396	0.7897	-0.016523111243	0.0351194793895356
1000::CHR1:84650371-84690458(MSTRG.1760.9)	40087	396	0.7897	-0.016523111243	0.0486064431958919
1000::CHR1:85707638-85708130(MSTRG.1764.1)	492	87	0.9824	-0.264544346754	0.00605405852331517
1000::CHR1:81800998-81991426(MSTRG.1765.33)	190428	741	0.8972	0.101480984349	0.001886558992905
1000::CHR1:81800998-81991794(MSTRG.1765.34)	190796	741	0.8972	0.101480984349	0.00184894333714657
1000::CHR1:81801002-81992196(MSTRG.1765.36)	191194	741	0.8972	0.101480984349	0.0018091034139222
1000::CHR1:81801379-81991794(MSTRG.1765.37)	190415	741	0.8972	0.101480984349	0.00188790168435387
1000::CHR1:81801407-81991794(MSTRG.1765.38)	190387	741	0.8972	0.101480984349	0.00189079687559664
1000::CHR1:81802134-81991794(MSTRG.1765.39)	189660	741	0.8972	0.101480984349	0.00196753957506984
1000::CHR1:81802148-81992196(MSTRG.1765.40)	190048	741	0.8972	0.101480984349	0.0019262029793819
1000::CHR1:85256840-85276632(MSTRG.1773.3)	19792	297	0.901	0.213723400904	0.233599760202528
1000::CHR1:85571787-85583653(MSTRG.1779.1)	11866	537	0.655	0.148943959133	0.666071439313097
1000::CHR1:85581200-85583653(MSTRG.1779.6)	2453	537	0.655	0.148943959133	0.769696215105102
1000::CHR1:86914806-87109982(MSTRG.1788.3)	195176	543	0.6027	-0.0907949217803	1.79372430213594e-05
1000::CHR1:88881792-88891567(MSTRG.1792.8)	9775	177	0.5878	-0.158537306257	0.00486882248211271
1000::CHR1:86350095-86385544(MSTRG.1793.16)	35449	360	0.5463	-0.0638136698807	0.0140825132781122
1000::CHR1:86350280-86385544(MSTRG.1793.18)	35264	360	0.5463	-0.0638136698807	0.0142240480150104
1000::CHR1:88935773-88992920(MSTRG.1796.1)	57147	450	1.0079	-0.176581150839	0.0286215773298706
1000::CHR1:88935779-88992921(MSTRG.1796.4)	57142	450	1.0079	-0.176581150839	0.0286292005158206
1000::CHR1:88935783-88992934(MSTRG.1796.6)	57151	450	1.0079	-0.176581150839	0.0286154801995734
1000::CHR1:88771455-88835920(MSTRG.1805.4)	64465	474	0.5943	-0.480859090895	0.000977538579129293
1000::CHR1:89128385-89179784(MSTRG.1810.1)	51399	507	0.6815	-0.102278864763	0.0374727296238922
1000::CHR1:89995134-90035531(MSTRG.1812.3)	40397	456	0.3977	-0.341862365285	0.00352115335937799
1000::CHR1:89995134-90028226(MSTRG.1812.4)	33092	456	0.3977	-0.341862365285	0.00524669283530233
1000::CHR1:89995134-90028226(MSTRG.1812.5)	33092	456	0.3977	-0.341862365285	0.00524669283530233
1000::CHR1:89995137-90028226(MSTRG.1812.7)	33089	456	0.3977	-0.341862365285	0.00524755142564334
1000::CHR1:89821373-89933892(MSTRG.1818.8)	112519	822	0.9135	0.060628273116	0.21674003872554
1000::CHR1:89821397-89821893(MSTRG.1822.1)	496	0	0	0	0.000387392578063883
1000::CHR1:90916791-91022035(MSTRG.1823.7)	105244	1002	0.6194	0.0340051202252	0.48814450317428
1000::CHR1:91500851-91525730(MSTRG.1824.1)	24879	324	1.055	-0.0296724312267	0.108024562392946
1000::CHR1:91387222-91387591(MSTRG.1828.1)	369	135	1.0699	-0.045750621508	0.0507930879990112
1000::CHR1:92607616-92785095(MSTRG.1838.13)	177479	585	0.9556	-0.0212737680762	0.000389601523155929
1000::CHR1:92607616-92785101(MSTRG.1838.14)	177485	585	0.9556	-0.0212737680762	0.000389473420053367
1000::CHR1:93079311-93139075(MSTRG.1844.8)	59764	405	0.9045	0.00354717897905	0.0312233068264972
1000::CHR1:93498867-93554653(MSTRG.1845.4)	55786	1029	0.8558	-0.00516009313952	0.971906764043566
1000::CHR1:94070129-94086202(MSTRG.1848.1)	16073	537	0.4927	-0.145701770242	0.131510072662811
